test	pin_file	area	verdict	evidence	declined_ref	pin_commit	sweep_date	confidence	source_doc
resolve_from_config_preserves_local_claude	app/src/ai/orchestration/config_state_tests.rs	app-ai	CLOUD	RE-ADJUDICATED 2026-08-10: the pin's orchestration config-picker layer (config_state.rs/edit_state.rs/providers.rs/remote_child.rs/snapshots.rs/validation.rs) is CLOUD, not MISSING-SUBSYSTEM -- corrected and recorded in DECLINED.md's "Orchestration config-picker layer" row (#290, #325). AuthSecretSelection::Named resolves through providers.rs::resolve_auth_secret_selection_for_harness -> HarnessAvailabilityModel::auth_secrets_for, which needs ManagedSecretManager + ServerApiProvider; this fork wires ManagedSecretManager to DisabledManagedSecretsClient (app/src/lib.rs:1543). OrchestrationConfigState/apply_execution_mode_change are typed against RunAgentsExecutionMode, part of the #325-declined agent-invoked run_agents family (crates/ai/src/agent/action/mod.rs:150: AIAgentActionType::RunAgents deliberately absent). Orchestration itself IS built here (topology, events, pill bar, avatar, TUI model/tab bar) -- only this picker is cloud.		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
resolve_from_config_sanitizes_disabled_local_codex	app/src/ai/orchestration/config_state_tests.rs	app-ai	CLOUD	RE-ADJUDICATED 2026-08-10: the pin's orchestration config-picker layer (config_state.rs/edit_state.rs/providers.rs/remote_child.rs/snapshots.rs/validation.rs) is CLOUD, not MISSING-SUBSYSTEM -- corrected and recorded in DECLINED.md's "Orchestration config-picker layer" row (#290, #325). AuthSecretSelection::Named resolves through providers.rs::resolve_auth_secret_selection_for_harness -> HarnessAvailabilityModel::auth_secrets_for, which needs ManagedSecretManager + ServerApiProvider; this fork wires ManagedSecretManager to DisabledManagedSecretsClient (app/src/lib.rs:1543). OrchestrationConfigState/apply_execution_mode_change are typed against RunAgentsExecutionMode, part of the #325-declined agent-invoked run_agents family (crates/ai/src/agent/action/mod.rs:150: AIAgentActionType::RunAgents deliberately absent). Orchestration itself IS built here (topology, events, pill bar, avatar, TUI model/tab bar) -- only this picker is cloud.		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
runner_id_round_trips_through_config	app/src/ai/orchestration/config_state_tests.rs	app-ai	CLOUD	RE-ADJUDICATED 2026-08-10: the pin's orchestration config-picker layer (config_state.rs/edit_state.rs/providers.rs/remote_child.rs/snapshots.rs/validation.rs) is CLOUD, not MISSING-SUBSYSTEM -- corrected and recorded in DECLINED.md's "Orchestration config-picker layer" row (#290, #325). AuthSecretSelection::Named resolves through providers.rs::resolve_auth_secret_selection_for_harness -> HarnessAvailabilityModel::auth_secrets_for, which needs ManagedSecretManager + ServerApiProvider; this fork wires ManagedSecretManager to DisabledManagedSecretsClient (app/src/lib.rs:1543). OrchestrationConfigState/apply_execution_mode_change are typed against RunAgentsExecutionMode, part of the #325-declined agent-invoked run_agents family (crates/ai/src/agent/action/mod.rs:150: AIAgentActionType::RunAgents deliberately absent). Orchestration itself IS built here (topology, events, pill bar, avatar, TUI model/tab bar) -- only this picker is cloud.		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
toggle_to_local_preserves_claude	app/src/ai/orchestration/config_state_tests.rs	app-ai	CLOUD	RE-ADJUDICATED 2026-08-10: the pin's orchestration config-picker layer (config_state.rs/edit_state.rs/providers.rs/remote_child.rs/snapshots.rs/validation.rs) is CLOUD, not MISSING-SUBSYSTEM -- corrected and recorded in DECLINED.md's "Orchestration config-picker layer" row (#290, #325). AuthSecretSelection::Named resolves through providers.rs::resolve_auth_secret_selection_for_harness -> HarnessAvailabilityModel::auth_secrets_for, which needs ManagedSecretManager + ServerApiProvider; this fork wires ManagedSecretManager to DisabledManagedSecretsClient (app/src/lib.rs:1543). OrchestrationConfigState/apply_execution_mode_change are typed against RunAgentsExecutionMode, part of the #325-declined agent-invoked run_agents family (crates/ai/src/agent/action/mod.rs:150: AIAgentActionType::RunAgents deliberately absent). Orchestration itself IS built here (topology, events, pill bar, avatar, TUI model/tab bar) -- only this picker is cloud.		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
toggle_to_local_sanitizes_disabled_codex	app/src/ai/orchestration/config_state_tests.rs	app-ai	CLOUD	RE-ADJUDICATED 2026-08-10: the pin's orchestration config-picker layer (config_state.rs/edit_state.rs/providers.rs/remote_child.rs/snapshots.rs/validation.rs) is CLOUD, not MISSING-SUBSYSTEM -- corrected and recorded in DECLINED.md's "Orchestration config-picker layer" row (#290, #325). AuthSecretSelection::Named resolves through providers.rs::resolve_auth_secret_selection_for_harness -> HarnessAvailabilityModel::auth_secrets_for, which needs ManagedSecretManager + ServerApiProvider; this fork wires ManagedSecretManager to DisabledManagedSecretsClient (app/src/lib.rs:1543). OrchestrationConfigState/apply_execution_mode_change are typed against RunAgentsExecutionMode, part of the #325-declined agent-invoked run_agents family (crates/ai/src/agent/action/mod.rs:150: AIAgentActionType::RunAgents deliberately absent). Orchestration itself IS built here (topology, events, pill bar, avatar, TUI model/tab bar) -- only this picker is cloud.		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
execution_mode_change_prefers_valid_fallback_over_default_model	app/src/ai/orchestration/edit_state_tests.rs	app-ai	CLOUD	RE-ADJUDICATED 2026-08-10: the pin's orchestration config-picker layer (config_state.rs/edit_state.rs/providers.rs/remote_child.rs/snapshots.rs/validation.rs) is CLOUD, not MISSING-SUBSYSTEM -- corrected and recorded in DECLINED.md's "Orchestration config-picker layer" row (#290, #325). AuthSecretSelection::Named resolves through providers.rs::resolve_auth_secret_selection_for_harness -> HarnessAvailabilityModel::auth_secrets_for, which needs ManagedSecretManager + ServerApiProvider; this fork wires ManagedSecretManager to DisabledManagedSecretsClient (app/src/lib.rs:1543). OrchestrationConfigState/apply_execution_mode_change are typed against RunAgentsExecutionMode, part of the #325-declined agent-invoked run_agents family (crates/ai/src/agent/action/mod.rs:150: AIAgentActionType::RunAgents deliberately absent). Orchestration itself IS built here (topology, events, pill bar, avatar, TUI model/tab bar) -- only this picker is cloud.		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
execution_mode_change_to_cloud_prefills_default_environment	app/src/ai/orchestration/edit_state_tests.rs	app-ai	CLOUD	RE-ADJUDICATED 2026-08-10: the pin's orchestration config-picker layer (config_state.rs/edit_state.rs/providers.rs/remote_child.rs/snapshots.rs/validation.rs) is CLOUD, not MISSING-SUBSYSTEM -- corrected and recorded in DECLINED.md's "Orchestration config-picker layer" row (#290, #325). AuthSecretSelection::Named resolves through providers.rs::resolve_auth_secret_selection_for_harness -> HarnessAvailabilityModel::auth_secrets_for, which needs ManagedSecretManager + ServerApiProvider; this fork wires ManagedSecretManager to DisabledManagedSecretsClient (app/src/lib.rs:1543). OrchestrationConfigState/apply_execution_mode_change are typed against RunAgentsExecutionMode, part of the #325-declined agent-invoked run_agents family (crates/ai/src/agent/action/mod.rs:150: AIAgentActionType::RunAgents deliberately absent). Orchestration itself IS built here (topology, events, pill bar, avatar, TUI model/tab bar) -- only this picker is cloud.		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
execution_mode_change_to_local_forces_oz_and_strips_cloud_fields	app/src/ai/orchestration/edit_state_tests.rs	app-ai	CLOUD	RE-ADJUDICATED 2026-08-10: the pin's orchestration config-picker layer (config_state.rs/edit_state.rs/providers.rs/remote_child.rs/snapshots.rs/validation.rs) is CLOUD, not MISSING-SUBSYSTEM -- corrected and recorded in DECLINED.md's "Orchestration config-picker layer" row (#290, #325). AuthSecretSelection::Named resolves through providers.rs::resolve_auth_secret_selection_for_harness -> HarnessAvailabilityModel::auth_secrets_for, which needs ManagedSecretManager + ServerApiProvider; this fork wires ManagedSecretManager to DisabledManagedSecretsClient (app/src/lib.rs:1543). OrchestrationConfigState/apply_execution_mode_change are typed against RunAgentsExecutionMode, part of the #325-declined agent-invoked run_agents family (crates/ai/src/agent/action/mod.rs:150: AIAgentActionType::RunAgents deliberately absent). Orchestration itself IS built here (topology, events, pill bar, avatar, TUI model/tab bar) -- only this picker is cloud.		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
forcing_oz_before_local_preserves_codex_model_memory	app/src/ai/orchestration/edit_state_tests.rs	app-ai	CLOUD	RE-ADJUDICATED 2026-08-10: the pin's orchestration config-picker layer (config_state.rs/edit_state.rs/providers.rs/remote_child.rs/snapshots.rs/validation.rs) is CLOUD, not MISSING-SUBSYSTEM -- corrected and recorded in DECLINED.md's "Orchestration config-picker layer" row (#290, #325). AuthSecretSelection::Named resolves through providers.rs::resolve_auth_secret_selection_for_harness -> HarnessAvailabilityModel::auth_secrets_for, which needs ManagedSecretManager + ServerApiProvider; this fork wires ManagedSecretManager to DisabledManagedSecretsClient (app/src/lib.rs:1543). OrchestrationConfigState/apply_execution_mode_change are typed against RunAgentsExecutionMode, part of the #325-declined agent-invoked run_agents family (crates/ai/src/agent/action/mod.rs:150: AIAgentActionType::RunAgents deliberately absent). Orchestration itself IS built here (topology, events, pill bar, avatar, TUI model/tab bar) -- only this picker is cloud.		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
harness_change_applies_resolved_auth_selection	app/src/ai/orchestration/edit_state_tests.rs	app-ai	CLOUD	RE-ADJUDICATED 2026-08-10: the pin's orchestration config-picker layer (config_state.rs/edit_state.rs/providers.rs/remote_child.rs/snapshots.rs/validation.rs) is CLOUD, not MISSING-SUBSYSTEM -- corrected and recorded in DECLINED.md's "Orchestration config-picker layer" row (#290, #325). AuthSecretSelection::Named resolves through providers.rs::resolve_auth_secret_selection_for_harness -> HarnessAvailabilityModel::auth_secrets_for, which needs ManagedSecretManager + ServerApiProvider; this fork wires ManagedSecretManager to DisabledManagedSecretsClient (app/src/lib.rs:1543). OrchestrationConfigState/apply_execution_mode_change are typed against RunAgentsExecutionMode, part of the #325-declined agent-invoked run_agents family (crates/ai/src/agent/action/mod.rs:150: AIAgentActionType::RunAgents deliberately absent). Orchestration itself IS built here (topology, events, pill bar, avatar, TUI model/tab bar) -- only this picker is cloud.		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
harness_change_saves_and_restores_per_harness_model_memory	app/src/ai/orchestration/edit_state_tests.rs	app-ai	CLOUD	RE-ADJUDICATED 2026-08-10: the pin's orchestration config-picker layer (config_state.rs/edit_state.rs/providers.rs/remote_child.rs/snapshots.rs/validation.rs) is CLOUD, not MISSING-SUBSYSTEM -- corrected and recorded in DECLINED.md's "Orchestration config-picker layer" row (#290, #325). AuthSecretSelection::Named resolves through providers.rs::resolve_auth_secret_selection_for_harness -> HarnessAvailabilityModel::auth_secrets_for, which needs ManagedSecretManager + ServerApiProvider; this fork wires ManagedSecretManager to DisabledManagedSecretsClient (app/src/lib.rs:1543). OrchestrationConfigState/apply_execution_mode_change are typed against RunAgentsExecutionMode, part of the #325-declined agent-invoked run_agents family (crates/ai/src/agent/action/mod.rs:150: AIAgentActionType::RunAgents deliberately absent). Orchestration itself IS built here (topology, events, pill bar, avatar, TUI model/tab bar) -- only this picker is cloud.		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
revalidate_drops_deleted_named_secret_and_reseeds_from_resolved	app/src/ai/orchestration/edit_state_tests.rs	app-ai	CLOUD	RE-ADJUDICATED 2026-08-10: the pin's orchestration config-picker layer (config_state.rs/edit_state.rs/providers.rs/remote_child.rs/snapshots.rs/validation.rs) is CLOUD, not MISSING-SUBSYSTEM -- corrected and recorded in DECLINED.md's "Orchestration config-picker layer" row (#290, #325). AuthSecretSelection::Named resolves through providers.rs::resolve_auth_secret_selection_for_harness -> HarnessAvailabilityModel::auth_secrets_for, which needs ManagedSecretManager + ServerApiProvider; this fork wires ManagedSecretManager to DisabledManagedSecretsClient (app/src/lib.rs:1543). OrchestrationConfigState/apply_execution_mode_change are typed against RunAgentsExecutionMode, part of the #325-declined agent-invoked run_agents family (crates/ai/src/agent/action/mod.rs:150: AIAgentActionType::RunAgents deliberately absent). Orchestration itself IS built here (topology, events, pill bar, avatar, TUI model/tab bar) -- only this picker is cloud.		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
revalidate_keeps_named_secret_still_present	app/src/ai/orchestration/edit_state_tests.rs	app-ai	CLOUD	RE-ADJUDICATED 2026-08-10: the pin's orchestration config-picker layer (config_state.rs/edit_state.rs/providers.rs/remote_child.rs/snapshots.rs/validation.rs) is CLOUD, not MISSING-SUBSYSTEM -- corrected and recorded in DECLINED.md's "Orchestration config-picker layer" row (#290, #325). AuthSecretSelection::Named resolves through providers.rs::resolve_auth_secret_selection_for_harness -> HarnessAvailabilityModel::auth_secrets_for, which needs ManagedSecretManager + ServerApiProvider; this fork wires ManagedSecretManager to DisabledManagedSecretsClient (app/src/lib.rs:1543). OrchestrationConfigState/apply_execution_mode_change are typed against RunAgentsExecutionMode, part of the #325-declined agent-invoked run_agents family (crates/ai/src/agent/action/mod.rs:150: AIAgentActionType::RunAgents deliberately absent). Orchestration itself IS built here (topology, events, pill bar, avatar, TUI model/tab bar) -- only this picker is cloud.		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
revalidate_leaves_explicit_inherit_alone	app/src/ai/orchestration/edit_state_tests.rs	app-ai	CLOUD	RE-ADJUDICATED 2026-08-10: the pin's orchestration config-picker layer (config_state.rs/edit_state.rs/providers.rs/remote_child.rs/snapshots.rs/validation.rs) is CLOUD, not MISSING-SUBSYSTEM -- corrected and recorded in DECLINED.md's "Orchestration config-picker layer" row (#290, #325). AuthSecretSelection::Named resolves through providers.rs::resolve_auth_secret_selection_for_harness -> HarnessAvailabilityModel::auth_secrets_for, which needs ManagedSecretManager + ServerApiProvider; this fork wires ManagedSecretManager to DisabledManagedSecretsClient (app/src/lib.rs:1543). OrchestrationConfigState/apply_execution_mode_change are typed against RunAgentsExecutionMode, part of the #325-declined agent-invoked run_agents family (crates/ai/src/agent/action/mod.rs:150: AIAgentActionType::RunAgents deliberately absent). Orchestration itself IS built here (topology, events, pill bar, avatar, TUI model/tab bar) -- only this picker is cloud.		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
revalidate_resets_vanished_model_to_default	app/src/ai/orchestration/edit_state_tests.rs	app-ai	CLOUD	RE-ADJUDICATED 2026-08-10: the pin's orchestration config-picker layer (config_state.rs/edit_state.rs/providers.rs/remote_child.rs/snapshots.rs/validation.rs) is CLOUD, not MISSING-SUBSYSTEM -- corrected and recorded in DECLINED.md's "Orchestration config-picker layer" row (#290, #325). AuthSecretSelection::Named resolves through providers.rs::resolve_auth_secret_selection_for_harness -> HarnessAvailabilityModel::auth_secrets_for, which needs ManagedSecretManager + ServerApiProvider; this fork wires ManagedSecretManager to DisabledManagedSecretsClient (app/src/lib.rs:1543). OrchestrationConfigState/apply_execution_mode_change are typed against RunAgentsExecutionMode, part of the #325-declined agent-invoked run_agents family (crates/ai/src/agent/action/mod.rs:150: AIAgentActionType::RunAgents deliberately absent). Orchestration itself IS built here (topology, events, pill bar, avatar, TUI model/tab bar) -- only this picker is cloud.		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
